,filename,location,name,release_date,overview,genre,vote_average,vote_count,popularity,cast_top5,trailer,poster,director,runtime
127,Benny_And_Joon.avi,D:/Movies,Benny And Joon,1993-04-16,A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.,"Comedy, Drama",7.0,804,1.1747,"Johnny Depp as Sam
Mary Stuart Masterson as Juniper 'Joon' Pearl
Aidan Quinn as Benjamin 'Benny' Pearl
Julianne Moore as Ruthie
Oliver Platt as Eric
",https://youtu.be/oPjBb1qeiK4,https://image.tmdb.org/t/p/w154/7g7qYdUN9wDXJGIOj6U67RPIBHO.jpg,Jeremiah S. Chechik,98 min
128,The Ides of March [2011]DVDRip[Xvid]AC3 5.1[Eng]BlueLady.avi,D:/Movies,The Ides of March,2011-10-07,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,Drama,6.674,2644,3.2603,"Ryan Gosling as Stephen Meyers
George Clooney as Mike Morris
Philip Seymour Hoffman as Paul Zara
Paul Giamatti as Tom Duffy
Evan Rachel Wood as Molly Stearns
",https://youtu.be/Uha0XfGBdMw,https://image.tmdb.org/t/p/w154/w8t4UnJnC24S9ygoaFgmMzRbErd.jpg,George Clooney,101 min
129,Contraband.2012.DVDRip.XViD-NYDIC.avi,D:/Movies,Contraband,2012-01-12,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago—smuggling—to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.","Thriller, Action, Drama, Crime",6.335,2159,2.6369,"Mark Wahlberg as Chris Farraday
Kate Beckinsale as Kate Farraday
Ben Foster as Sebastian Abney
Giovanni Ribisi as Tim Briggs
Lukas Haas as Danny Raymer
",https://youtu.be/Rp0b5ZXIUvE,https://image.tmdb.org/t/p/w154/dNNjyZQ0zVtmPa74nJE63Kn0xEx.jpg,Baltasar Kormákur,109 min
130,Prometheus 2012 DVDRip XviD AC3 - KINGDOM.avi,D:/Movies,Prometheus,2012-05-30,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.","Science Fiction, Adventure, Mystery",6.591,12969,9.4582,"Noomi Rapace as Elizabeth Shaw
Michael Fassbender as David
Charlize Theron as Meredith Vickers
Idris Elba as Janek
Guy Pearce as Peter Weyland
",No trailer available,https://image.tmdb.org/t/p/w154/qsYQflQhOuhDpQ0W2aOcwqgDAeI.jpg,Ridley Scott,124 min
131,Y.Tu.Mama.Tambien.2001[DVDrip]XviD[Spa].kitrinipapia.avi,D:/Movies,Y Tu Mama Tambien,2001-06-08,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.","Drama, Romance",7.42,1683,4.6967,"Diego Luna as Tenoch Iturbide
Gael García Bernal as Julio Zapata
Maribel Verdú as Luisa Cortés
Daniel Giménez Cacho as Narrator (voice)
Diana Bracho as Silvia Allende de Iturbide
",https://youtu.be/inc0vS58ZKg,https://image.tmdb.org/t/p/w154/aj3rqjab8jfc2fWmcS3H3c5qbur.jpg,Alfonso Cuarón,106 min
132,Memento (2000)- imacRuel1.avi,D:/Movies,Memento,2000-10-11,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.","Mystery, Thriller",8.2,15839,9.3466,"Guy Pearce as Leonard
Carrie-Anne Moss as Natalie
Joe Pantoliano as Teddy
Mark Boone Junior as Burt
Russ Fega as Waiter
",https://youtu.be/Rq9eM4ZXRgs,https://image.tmdb.org/t/p/w154/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,Christopher Nolan,113 min
133,Pans Labyrinth.avi,D:/Movies,Pans Labyrinth,2006-10-11,"In post–civil war Spain, 10-year-old Ofelia moves with her pregnant mother to live under the control of her cruel stepfather. Drawn into a mysterious labyrinth, she meets a faun who reveals that she may be a lost princess from an underground kingdom. To return to her true father, she must complete a series of surreal and perilous tasks that blur the line between reality and fantasy.","Fantasy, Drama, War",7.757,11220,10.9119,"Ivana Baquero as Ofelia
Sergi López as Capitán Vidal
Maribel Verdú as Mercedes
Ariadna Gil as Carmen
Doug Jones as Fauno / Pale Man
",No trailer available,https://image.tmdb.org/t/p/w154/z7xXihu5wHuSMWymq5VAulPVuvg.jpg,Guillermo del Toro,118 min
134,Muppets Christmas Carol.avi,D:/Movies,Muppets Christmas Carol,1992-12-11,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.","Music, Comedy, Family, Fantasy, Drama",7.44,1136,9.0815,"Michael Caine as Ebenezer Scrooge
Dave Goelz as The Great Gonzo as Charles Dickens / Robert Marley / Dr. Bunsen Honeydew / Betina Cratchit / Rat / Zoot (voice)
Steve Whitmire as Kermit the Frog as Bob Cratchit / Rizzo the Rat / Beaker / Bean Bunny / Belinda Cratchit / Beetle / Lips / Pig Gentleman (voice)
Jerry Nelson as Tiny Tim Cratchit / Jacob Marley / Ghost of Christmas Present / Lew Zealand / Ma Bear / Mouse / Mr. Applegate / Penguin / Pig Gentleman / Pops / Rat (voice)
Frank Oz as Miss Piggy as Emily Cratchit / Fozzie Bear as Fozziewig / Sam the Eagle as Headmaster of Junior High Graduates / Animal / George the Janitor / Horse and Carriage Driver / Vegetable Salesman (voice)
",https://youtu.be/rQMJQCizF-E,https://image.tmdb.org/t/p/w154/ssrV29QSVVJuemBHho0Qx7pFYak.jpg,Brian Henson,86 min
135,Stardust[2007]DvDrip[Eng]-FXG.avi,D:/Movies,Stardust,2007-08-10,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.","Adventure, Fantasy, Romance, Family",7.284,4331,5.2769,"Charlie Cox as Tristan Thorn
Claire Danes as Yvaine
Michelle Pfeiffer as Lamia
Mark Strong as Septimus
Jason Flemyng as Primus
",https://youtu.be/VfYBKDyF-Dk,https://image.tmdb.org/t/p/w154/7zbFmxy3DqKYL2M8Hop6uylp2Uy.jpg,Matthew Vaughn,127 min
136,elephant.avi,D:/Movies,elephant,2020-03-14,"Disneynature’s Elephant follows African elephant Shani and her spirited son Jomo as their herd make an epic journey hundreds of miles across the vast Kalahari Desert. Led by their great matriarch, Gaia, the family faces brutal heat, dwindling resources and persistent predators, as they follow in their ancestors’ footsteps on a quest to reach a lush, green paradise.","Documentary, Family, Adventure",7.653,101,2.3837,"Meghan, Duchess of Sussex as Self - Narrator (voice)
",https://youtu.be/58xTMQrSLj4,https://image.tmdb.org/t/p/w154/wvRbUiOuqedyDmwToErkp7wuFCv.jpg,Mark Linfield,86 min
137,Love actually (2003).avi,D:/Movies,Love actually,2003-09-07,Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London.,"Comedy, Romance, Drama",7.096,7246,8.0694,"Hugh Grant as The Prime Minister
Alan Rickman as Harry
Emma Thompson as Karen
Liam Neeson as Daniel
Martine McCutcheon as Natalie
",https://youtu.be/PP3g0WzGdQY,https://image.tmdb.org/t/p/w154/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg,Richard Curtis,135 min
138,Willow (Special Edition) 1988.avi,D:/Movies,Willow,1988-05-20,"The evil Queen Bavmorda hunts the newborn princess Elora Danan, a child prophesied to bring about her downfall. When the royal infant is found by Willow, a timid farmer and aspiring sorcerer, he's entrusted with delivering her from evil.","Fantasy, Adventure, Action",7.009,2099,3.7238,"Val Kilmer as Madmartigan
Joanne Whalley as Sorsha
Warwick Davis as Willow
Patricia Hayes as Raziel
Gavan O'Herlihy as Airk
",https://youtu.be/JkSkdMw9qis,https://image.tmdb.org/t/p/w154/pAIRGMIdN7ZdZhflazdV2ezuJ9f.jpg,Ron Howard,126 min
139,The Men Who Stare at Goats[2009].avi,D:/Movies,The Men Who Stare at Goats,2009-10-17,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.","Comedy, War",5.964,2343,2.1567,"George Clooney as Lyn Cassady
Ewan McGregor as Bob Wilton
Jeff Bridges as Bill Django
Kevin Spacey as Larry Hooper
Robert Patrick as Todd Nixon
",https://youtu.be/2qmdTQxvSHg,https://image.tmdb.org/t/p/w154/5boJKypPQmgABssbKOk2RvsCnSv.jpg,Grant Heslov,94 min
140,WAR HORSE (2011).mkv,D:/Movies,WAR HORSE,2011-12-25,"On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.","War, History, Adventure",7.3,3581,4.2696,"Jeremy Irvine as Albert Narracott
Peter Mullan as Ted Narracott
Emily Watson as Rose Narracott
Niels Arestrup as Grandfather
David Thewlis as Lyons
",https://youtu.be/MFD_UlEvzUU,https://image.tmdb.org/t/p/w154/3aRHhvvngFPJFy5uAjo7GVr3PhL.jpg,Steven Spielberg,146 min
141,White Christmas (1954).avi,D:/Movies,White Christmas,1954-10-14,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,"Comedy, Music, Romance",7.2,565,1.7685,"Bing Crosby as Bob Wallace
Danny Kaye as Phil Davis
Rosemary Clooney as Betty Haynes
Vera-Ellen as Judy Haynes
Dean Jagger as General Waverly
",https://youtu.be/3n3-UtakD3I,https://image.tmdb.org/t/p/w154/A5kBQsHKbIptxJyELEpHQJROCRj.jpg,Michael Curtiz,120 min
142,Zoolander(2001).avi,D:/Movies,Zoolander,2001-09-28,"Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. It's a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories like Matilda can Derek make the world safe for male models everywhere.",Comedy,6.214,4773,4.7151,"Ben Stiller as Derek Zoolander
Owen Wilson as Hansel
Christine Taylor as Matilda Jeffries
Will Ferrell as Mugatu
Milla Jovovich as Katinka
",https://youtu.be/YtQq0T3ExLs,https://image.tmdb.org/t/p/w154/qdrbSneHZjJG2Dj0hhBxzzAo4HB.jpg,Ben Stiller,89 min
143,The Muppets {2011}.avi,D:/Movies,The Muppets {,2011-11-23,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet brother, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.","Family, Comedy, Music",6.7,1649,2.8983,"Jason Segel as Gary
Amy Adams as Mary
Chris Cooper as Tex Richman
Rashida Jones as CDE Executive
Steve Whitmire as Kermit / Beaker / Statler / Rizzo / Link / Newsman (voice)
",https://youtu.be/C4YhbpuGdwQ,https://image.tmdb.org/t/p/w154/mOB0Hdm23NslPNDkZC9eueatW3b.jpg,James Bobin,103 min
144,shame.2011.avi,D:/Movies,shame,2011-10-02,"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.",Drama,6.93,3338,3.8935,"Michael Fassbender as Brandon
Carey Mulligan as Sissy
James Badge Dale as David
Nicole Beharie as Marianne
Lucy Walters as Woman on Subway Train
",No trailer available,https://image.tmdb.org/t/p/w154/cAWLz9kFv4xc6IsEXTj2DrcqD55.jpg,Steve McQueen,102 min
145,Life.Is.Beautiful.-.La.Vita.è.Bella.-.1997.avi,D:/Movies,Life Is Beautiful - La Vita è Bella,1997-12-20,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,"Comedy, Drama",8.441,13756,11.0833,"Roberto Benigni as Guido
Nicoletta Braschi as Dora
Giorgio Cantarini as Giosué
Giustino Durano as Zio
Sergio Bini Bustric as Ferruccio
",https://youtu.be/pAYEQP8gx3w,https://image.tmdb.org/t/p/w154/mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg,Roberto Benigni,116 min
146,Muppets Treasure Island.mp4,D:/Movies,Muppets Treasure Island.,1996-02-16,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.","Family, Comedy, Adventure",6.7,448,6.3125,"Tim Curry as Long John Silver
Billy Connolly as Billy Bones
Jennifer Saunders as Mrs. Bluveridge
Kevin Bishop as Jim Hawkins
Dave Goelz as The Great Gonzo / Dr. Bunsen Honeydew / Waldorf / Mudwell the Mudbunny / Zoot (voice)
",https://youtu.be/-37gsH0ideE,https://image.tmdb.org/t/p/w154/k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg,Brian Henson,99 min
147,Munich[2005].avi,D:/Movies,Munich,2005-12-23,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.","Drama, Action, History, Thriller",7.138,2897,3.8931,"Eric Bana as Avner
Daniel Craig as Steve
Ciarán Hinds as Carl
Mathieu Kassovitz as Robert
Hanns Zischler as Hans
",https://youtu.be/OuT_uh0CAf8,https://image.tmdb.org/t/p/w154/iUekaw96QLInZpsNwRTlRKrZgwm.jpg,Steven Spielberg,164 min
148,DRIVE (2011).mp4,D:/Movies,DRIVE,2011-09-15,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.","Drama, Thriller, Crime",7.6,13318,8.8741,"Ryan Gosling as Driver
Carey Mulligan as Irene
Bryan Cranston as Shannon
Albert Brooks as Bernie Rose
Oscar Isaac as Standard
",No trailer available,https://image.tmdb.org/t/p/w154/602vevIURmpDfzbnv5Ubi6wIkQm.jpg,Nicolas Winding Refn,100 min
149,Bridesmaids.2011.avi,D:/Movies,Bridesmaids,2011-05-13,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.","Comedy, Romance",6.511,4579,6.8665,"Kristen Wiig as Annie Walker
Maya Rudolph as Lillian Donovan
Rose Byrne as Helen Harris
Chris O'Dowd as Officer Rhodes
Wendi McLendon-Covey as Rita
",https://youtu.be/FNppLrmdyug,https://image.tmdb.org/t/p/w154/gJtA7hYsBMQ7EM3sPBMUdBfU7a0.jpg,Paul Feig,125 min
150,Set It Off 1996 H264 DVDRip-Pcconsultant2007.mp4,D:/Movies,Set It Off,1996-11-06,"Four inner-city Black women, determined to end their constant struggle, decide to live by one rule — get what you want or die trying. So the four women take back their lives and take out some banks in the process.","Crime, Drama, Thriller",7.2,386,5.7176,"Jada Pinkett Smith as Stony
Queen Latifah as Cleo
Vivica A. Fox as Frankie
Kimberly Elise as Tisean
Blair Underwood as Keith
",https://youtu.be/bKB2KclDMTY,https://image.tmdb.org/t/p/w154/wpiARyUqTfabzakAXHMIUY6Tl1A.jpg,F. Gary Gray,123 min
